600.0000000000,24.6558289410
660.0000000000,22.7952716984
720.0000000000,21.1506309753
780.0000000000,19.7265007402
840.0000000000,18.6331362372
900.0000000000,17.5305837971
960.0000000000,16.7679850260
1020.0000000000,15.8905370425
1080.0000000000,15.2298124264
1140.0000000000,14.5747667306
1200.0000000000,13.9156269992
1260.0000000000,13.4791248228
1320.0000000000,12.9297087901
1380.0000000000,12.4921486218
1440.0000000000,12.1626974239
1500.0000000000,11.8366757223
1560.0000000000,11.3971652546
1620.0000000000,11.1752008744
1680.0000000000,10.8491943360
1740.0000000000,10.5202597517
