600.0000000000,25.2071051611
660.0000000000,23.3419539500
720.0000000000,21.6973132268
780.0000000000,20.2731829918
840.0000000000,19.1798184887
900.0000000000,17.9716047731
960.0000000000,17.0941567896
1020.0000000000,16.2167088060
1080.0000000000,15.6710584853
1140.0000000000,15.0143368685
1200.0000000000,14.3536888083
1260.0000000000,13.9158219533
1320.0000000000,13.3688871543
1380.0000000000,12.9300324293
1440.0000000000,12.4936319681
1500.0000000000,12.0561160304
1560.0000000000,11.7246881025
1620.0000000000,11.3965820586
1680.0000000000,11.0685176716
1740.0000000000,10.8506060724
