years_interp,seconds_interp,seconds_zero,sunspots_interp
1806.8013698630107,56979287999.99991,3352319999.9999084,37.758904109679676
1806.9109589041066,56982743999.99991,3355775999.9999084,34.47123287680306
1807.0205479452025,56986199999.99991,3359231999.9999084,31.18356164392644
1807.1301369862983,56989655999.9999,3362687999.999901,27.895890411049823
1807.2397260273942,56993111999.9999,3366143999.999901,24.608219178173204
1807.3493150684901,56996567999.9999,3369599999.999901,21.320547945296585
1807.458904109586,57000023999.9999,3373055999.999901,18.032876712419966
1807.568493150682,57003479999.9999,3376511999.999901,16.57397260274977
1807.6780821917778,57006935999.9999,3379967999.999901,16.21232876713334
1807.7876712328737,57010391999.9999,3383423999.999901,15.850684931516913
1807.8972602739696,57013847999.9999,3386879999.999901,15.489041095900484
1808.0068493150654,57017303999.9999,3390335999.999901,15.127397260284056
1808.1164383561613,57020759999.9999,3393791999.999901,14.765753424667627
1808.2260273972572,57024215999.9999,3397247999.999901,14.404109589051199
1808.335616438353,57027671999.9999,3400703999.999901,14.042465753434772
1808.445205479449,57031127999.9999,3404159999.999901,13.680821917818344
1808.5547945205449,57034583999.9999,3407615999.999901,12.99041095893267
1808.6643835616408,57038039999.9999,3411071999.999901,11.971232876740919
1808.7739726027366,57041495999.9999,3414527999.999901,10.952054794549166
1808.8835616438325,57044951999.9999,3417983999.999901,9.932876712357416
1808.9931506849284,57048407999.9999,3421439999.999901,8.913698630165662
1809.1027397260243,57051863999.9999,3424895999.999901,7.894520547973912
1809.2123287671202,57055319999.9999,3428351999.999901,6.875342465782159
1809.321917808216,57058775999.9999,3431807999.999901,5.856164383590407
1809.431506849312,57062231999.9999,3435263999.999901,4.836986301398655
1809.5410958904079,57065687999.9999,3438719999.999901,4.027397260286989
1809.6506849315037,57069143999.9999,3442175999.999901,3.5671232876842627
1809.7602739725996,57072599999.9999,3445631999.999901,3.1068493150815355
1809.8698630136955,57076055999.9999,3449087999.999901,2.646575342478809
1809.9794520547914,57079511999.9999,3452543999.999901,2.1863013698760825
1810.0890410958873,57082967999.9999,3455999999.999901,1.7260273972733557
1810.1986301369832,57086423999.9999,3459455999.999901,1.265753424670629
1810.308219178079,57089879999.9999,3462911999.999901,0.8054794520679023
1810.417808219175,57093335999.9999,3466367999.999901,0.345205479465176
1810.5273972602708,57096791999.9999,3469823999.999901,0.0630136986229445
1810.6369863013667,57100247999.9999,3473279999.999901,0.3150684931434853
1810.7465753424626,57103703999.9999,3476735999.999901,0.567123287664026
1810.8561643835585,57107159999.9999,3480191999.999901,0.8191780821845668
1810.9657534246544,57110615999.9999,3483647999.999901,1.0712328767051076
1811.0753424657503,57114071999.9999,3487103999.999901,1.3232876712256483
1811.1849315068462,57117527999.9999,3490559999.999901,1.575342465746189
1811.294520547942,57120983999.9999,3494015999.999901,1.8273972602667299
1811.404109589038,57124439999.9999,3497471999.999901,2.0794520547872706
1811.5136986301338,57127895999.9999,3500927999.999901,2.3821917808029864
1811.6232876712297,57131351999.9999,3504383999.999901,3.03972602737831
1811.7328767123256,57134807999.9999,3507839999.999901,3.697260273953634
1811.8424657534215,57138263999.9999,3511295999.999901,4.354794520528959
1811.9520547945174,57141719999.9999,3514751999.999901,5.012328767104282
1812.0616438356133,57145175999.9999,3518207999.999901,5.669863013679606
1812.1712328767092,57148631999.9999,3521663999.999901,6.32739726025493
1812.280821917805,57152087999.9999,3525119999.999901,6.984931506830254
1812.390410958901,57155543999.9999,3528575999.999901,7.6424657534055775
1812.4999999999968,57158999999.9999,3532031999.999901,8.299999999980901
1812.6095890410927,57162455999.9999,3535487999.999901,9.61506849311245
1812.7191780821886,57165911999.9999,3538943999.999901,10.930136986263097
1812.8287671232845,57169367999.9999,3542399999.999901,12.245205479413745
1812.9383561643804,57172823999.9999,3545855999.999901,13.560273972564392
1813.0479452054763,57176279999.9999,3549311999.999901,14.87534246571504
1813.1575342465721,57179735999.9999,3552767999.999901,16.190410958865687
1813.267123287668,57183191999.9999,3556223999.999901,17.505479452016335
1813.376712328764,57186647999.9999,3559679999.999901,18.820547945166982
1813.4863013698598,57190103999.9999,3563135999.999901,20.13561643831763
